ID                  RA_OBJ         DEC_OBJ        Teff           logg       
                    (deg)          (deg)          (k)            (cm/s2) 
TIC 55748147        180.242185     56.072763      5161.47021484  4.5893898      
TIC 284867419       132.082211     34.934255      4324.0         None           
TIC 362257716       286.383898     76.582012      3295.0         None           
TIC 8150031         154.965722     38.137029      4486.56005859  4.71736002     
TIC 950823027       189.330562     79.215535      5941.0         4.28958988     
TIC 88021484        147.103614     22.181264      6194.0         4.40818024     
TIC 259271080       293.612419     70.951653      6459.0         4.41070986     
TIC 27001291        150.98074      20.143072      4534.0         None           
TIC 402655800       302.50488      66.95338       None           None           
TIC 160552591       242.501225     76.140848      5481.0         4.5819602      
TIC 230131545       251.990468     69.662261      6498.0         4.29979992     
TIC 259098122       291.021785     66.346598      5946.0         4.41450977     
TIC 318219254       162.857859     50.958564      5143.0         4.55073977     
TIC 233180127       218.334153     71.730934      4593.0         None           
TIC 153990174       204.295785     71.242252      4470.75        None           
TIC 233497034       249.547836     74.657055      4170.0         None           
TIC 232981761       219.126386     61.795348      4755.0         None           
TIC 287139773       253.507869     60.362272      4381.0         None           
TIC 307983701       256.982563     61.734282      5856.0         4.49012995     
TIC 67666207        148.61302      41.087879      5136.0         4.46371984     
TIC 298049684       191.331144     78.867811      7466.0         4.20850992     
TIC 103802294       158.572607     69.764465      None           None           
TIC 371832742       194.513937     59.484754      4346.0         None           
TIC 82202718        147.839967     24.958722      5104.0         None           
TIC 446172137       206.146578     73.627116      4941.0         None           
TIC 198511322       212.212162     77.547494      4274.0         None           
TIC 229646945       279.900949     77.90244       4515.0         None           
TIC 103605968       151.144688     66.487514      None           None           
TIC 233735439       277.700674     60.274399      5820.0         4.34196997     
TIC 353988053       272.420313     55.032954      6102.0         4.12963009     
TIC 259130275       291.910041     68.653805      7210.0         4.06704998     
TIC 85292095        156.700485     33.372283      5464.49023438  4.55916023     
TIC 356823102       275.096994     69.469423      6295.0         4.33870983     
TIC 230070344       243.105671     67.144178      4866.60986328  None           
TIC 297930691       152.64576      53.041345      4423.0         None           
TIC 356311210       268.016096     53.73062       5897.0         4.45921993     
TIC 311234001       253.551567     68.831798      6387.0         4.24899006     
TIC 316418974       189.334989     59.216687      6932.0         4.09453011     
TIC 287180169       149.691615     63.875579      4252.0         None           
TIC 16161253        137.139492     36.755762      4192.0         None           
TIC 198357383       256.202397     59.437435      4655.0         None           
TIC 232632979       269.496153     59.123991      7010.66015625  4.12689018     
TIC 23973168        147.849254     45.335694      5807.08007813  4.38898993     
TIC 157847555       167.346506     43.94138       4901.0         None           
TIC 270493009       233.082201     69.794562      5846.0         4.50239992     
TIC 302669252       163.489104     59.494447      4595.0         None           
TIC 1042982         154.144453     27.863563      2811.0         5.24250984     
TIC 235680293       287.043071     73.635238      7179.0         4.16680002     
TIC 219792610       265.075186     63.675449      5953.0         None           
TIC 21548788        165.712436     41.934934      4204.0         None           
TIC 341687229       171.487959     55.850458      4932.0         None           
TIC 198456524       261.810686     59.560697      5599.0         3.95720005     
TIC 219816151       267.476626     60.114168      5480.0         4.49358988     
TIC 263632913       159.456605     77.486183      5493.0         4.47865009     
TIC 229738522       279.206112     67.151474      4964.0         None           
TIC 241194947       153.457101     27.135825      5236.0         None           
TIC 137672388       139.799772     58.402858      5933.0         4.45430994     
TIC 142534605       164.36493      74.336346      None           None           
TIC 341874424       275.2174       76.555587      4966.0         None           
TIC 198480110       262.175234     55.358933      4780.66992188  None           
TIC 103805849       159.267517     69.719119      4357.0         None           
TIC 8292043         162.96434      40.688307      4713.0         None           
TIC 332111420       129.882755     32.515608      4204.0         None           
TIC 352239584       292.200448     59.261371      3078.0         5.01972008     
TIC 232680387       282.544572     56.31755       6879.0         4.05765009     
TIC 101576089       144.182153     32.122719      5741.0         4.39993        
TIC 4893987         147.687581     31.392748      3687.0         None           
TIC 241196326       153.546229     28.701183      4736.20019531  None           
TIC 230064636       230.252322     66.831111      5096.0         4.54411983     
TIC 349823253       143.796307     28.336616      4592.31982422  None           
TIC 159331746       232.296608     80.448602      5770.81982422  4.48584986     
TIC 302668272       163.393553     54.585133      4243.08007813  None           
TIC 149438319       140.429903     28.50021       6775.91992188  4.12037992     
TIC 229793100       284.657779     69.451544      6122.0         4.33163977     
TIC 137750368       174.703877     57.631739      4851.83984375  None           
TIC 252805955       166.921535     43.810528      5581.14990234  4.52440023     
TIC 85994982        138.565985     23.77385       6218.12988281  4.38504982     
TIC 27065530        151.790735     23.605144      4807.0         None           
TIC 259236364       292.850124     67.39909       4934.0         4.13137007     
TIC 241263141       158.494196     32.513012      4872.0         None           
TIC 355895102       137.74707      50.275347      5376.35986328  4.62308979     
TIC 100009086       172.663779     61.65958       5507.0         4.40275002     
TIC 149468796       141.544134     25.57575       6148.0         3.74240994     
TIC 142828556       174.371731     67.786172      4873.0         4.38870001     
TIC 137830829       178.092433     58.379318      4535.0         None           
TIC 417931217       186.374203     60.787481      4208.0         None           
TIC 302750867       169.764535     54.650725      4681.75        None           
TIC 229644973       280.005446     72.682117      2815.0         5.12385988     
TIC 359678383       281.050104     57.211469      7356.0         4.14788008     
TIC 154566869       190.457019     74.28045       3317.0         4.94269991     
TIC 233008631       247.867614     72.612338      4307.10009766  None           
TIC 219459937       207.386262     75.567011      7320.0         4.17900991     
TIC 353808664       270.321506     54.879518      3215.0         4.95604992     
TIC 233730340       277.371233     60.77556       4175.0         None           
TIC 328601570       143.455159     58.381569      6148.20019531  4.45084        
TIC 441799643       264.526184     76.205437      5004.0         None           
TIC 233635264       146.019664     25.299312      4225.58984375  None           
TIC 232521367       192.260476     72.724002      4832.0         4.56551981     
TIC 356541698       153.781945     59.985541      3888.0         None           
TIC 230112797       248.478988     68.012993      4291.0         None           
TIC 230060382       229.071508     68.381997      6054.0         4.49475002     
TIC 359313470       267.936453     56.120196      7632.0         3.80005002     
TIC 11893110        177.710579     51.412743      3535.0         None           
TIC 229451168       294.124504     65.048031      6570.0         4.1785202      
TIC 235677166       283.102593     77.686375      5975.0         4.40704012     
TIC 159501547       245.626619     81.048244      5102.0         4.62322998     
TIC 279826483       143.449493     46.074935      31000.0        5.59961987     
TIC 284679467       195.60042      59.246038      6481.47021484  4.28268003     
TIC 230128064       251.448537     70.521841      6743.0         3.28918004     
TIC 21441927        135.377807     39.632266      4882.81982422  None           
TIC 230136846       253.087653     69.311414      5037.0         None           
TIC 27001259        150.921928     20.27433       6402.0         4.39427996     
TIC 117418090       137.67175      28.749899      4836.43994141  None           
TIC 198456033       261.520154     58.651898      8360.48046875  3.90967011     
TIC 252801466       166.106899     45.053873      None           None           
TIC 39077655        151.194416     40.833997      5228.0         4.60907984     
TIC 137958325       153.314635     58.447054      None           None           
TIC 239196185       146.476279     27.046007      4826.0         None           
TIC 219110549       271.616196     68.032568      5068.0         4.52939987     
TIC 103802691       158.540568     67.524853      6792.22998047  4.13149977     
TIC 359313701       268.012265     56.607758      3308.0         4.79862022     
TIC 298071660       199.57035      74.564724      6440.0         4.16817999     
TIC 237234333       297.603208     74.514052      5798.0         4.4309001      
TIC 259232022       292.751123     70.989341      4143.0         None           
TIC 252465854       149.932849     50.050861      5014.0         4.59482002     
TIC 101548285       129.81259      34.961491      7309.0         4.2484498      
TIC 453425912       146.112879     50.24855       3996.0         None           
TIC 149398459       139.814015     26.251843      4277.0         None           
TIC 302669477       163.621722     57.867452      5616.0         4.49526978     
TIC 56934956        139.985141     42.888689      6416.0         4.35334015     
TIC 4752246         145.678078     35.093372      6946.70019531  4.03599977     
TIC 26986615        150.628232     21.352575      5430.0         4.59650993     
TIC 17329110        161.339528     38.511751      3857.0         4.62134981     
TIC 20160819        145.148873     44.541307      7685.0         3.83536005     
TIC 27036617        151.544692     21.51455       4523.0         None           
TIC 198279946       250.276226     62.307993      4814.56982422  None           
TIC 103690782       154.460626     71.060696      7336.0         3.64727998     
TIC 156463865       217.39528      74.485348      3454.0         None           
TIC 318276493       164.199116     52.183602      7705.0         4.25263023     
TIC 459795068       175.827135     50.610482      4955.0         None           
TIC 154475149       184.629311     74.515632      5364.0         4.56421995     
TIC 233580065       282.575348     60.837551      4534.0         None           
TIC 252795551       165.061267     45.526276      4139.0         None           
TIC 137803591       177.130464     54.97266       4257.0         None           
TIC 233576565       282.416377     65.182521      4194.0         None           
TIC 138634899       178.030594     62.137139      6451.0         4.37458992     
TIC 219756421       261.794995     61.757718      7967.0         None           
TIC 142489899       161.466402     72.287957      4029.0         None           
TIC 101592764       144.64881      30.761473      7346.0         4.17592001     
TIC 406856680       274.717509     67.054358      4948.0         None           
TIC 99238352        136.464487     46.477741      4066.0         None           
TIC 229747669       280.345752     70.71619       5018.0         None           
TIC 82222885        150.725047     27.363549      5158.0         4.60239983     
TIC 99906031        169.006592     64.90762       4581.0         None           
TIC 16161502        137.25918      36.144606      6368.45996094  4.0653801      
TIC 21439835        135.16027      41.782733      None           None           
TIC 149928173       161.932188     65.460093      6368.0         4.03891993     
TIC 154486565       185.5489       73.248484      5232.97021484  4.18653011     
TIC 457131898       136.328139     50.82379       6663.60009766  4.17387009     
TIC 198208765       247.690049     64.774274      4860.0         None           
TIC 252798868       165.571783     47.030242      5914.0         4.17463017     
TIC 286730911       143.215891     23.360219      3771.0         None           
TIC 328627399       144.907083     59.128396      4582.0         4.60786009     
TIC 230384140       285.757805     60.204751      6489.0         4.3572998      
TIC 148839101       163.134716     64.775196      7432.0         4.23624992     
TIC 86385703        146.345443     62.13179       5299.0         4.56556988     
TIC 329247110       263.940334     57.036614      5367.0         4.27082014     
TIC 166613682       135.992711     30.608035      5051.37011719  4.6695199      
TIC 137777429       175.866582     56.945194      4948.0         None           
TIC 159634470       220.825331     62.411343      4491.0         None           
TIC 326210250       245.676286     77.130597      6314.0         4.34126997     
TIC 142319244       193.868958     65.438474      7165.0         4.28173018     
TIC 232965488       197.216666     69.969132      6600.0         4.23746014     
TIC 88644325        130.52898      38.086123      8370.0         3.96877003     
TIC 272781244       237.843126     71.753279      None           None           
TIC 459800214       176.764578     50.971806      4249.0         4.55273008     
TIC 142780235       152.989257     74.034785      7024.0         4.26804018     
TIC 236981780       305.339495     63.431693      4016.0         None           
TIC 159145231       194.647083     79.557851      4829.0         None           
TIC 286750366       143.312867     22.175021      7396.0         4.2298398      
TIC 450327167       159.89014      39.591919      4890.0         None           
TIC 159117842       192.874704     78.294207      4786.0         None           
TIC 147607712       148.077701     70.339093      5668.0         None           
TIC 302757439       170.455371     57.074857      7980.0         4.08368015     
TIC 289772332       160.655992     57.052372      4721.0         None           
TIC 320503390       264.423098     59.135943      4846.0         None           
TIC 154456120       155.226169     76.997403      3996.0         None           
TIC 251090258       139.803049     51.633382      7414.0         4.09474993     
TIC 284891315       260.583155     55.865631      5383.27001953  4.65479994     
TIC 393835206       146.182142     43.318975      5634.56982422  None           
TIC 159504719       145.129751     68.536767      7201.0         3.74292994     
TIC 450302084       149.365888     29.172034      7291.16015625  4.20927        
TIC 219734109       230.366105     74.758908      6339.0         4.30728006     
TIC 288516967       273.722672     81.052692      4465.0         None           
TIC 17234715        146.435443     37.905084      4704.10986328  None           
TIC 376926030       284.488252     77.050823      6719.85986328  4.04789019     
TIC 198159096       243.226257     61.474577      4389.0         4.59371996     
TIC 264298985       295.973097     70.423161      4870.0         4.53708982     
TIC 115827705       157.152165     45.212212      4425.0         None           
TIC 252473937       154.769102     50.969366      6357.0         4.42632008     
TIC 233727422       277.013158     65.334189      5492.0         None           
TIC 43215002        168.899529     45.849725      4406.0         None           
TIC 230389489       286.037978     61.759121      6295.0         4.44961977     
TIC 233535182       280.785653     61.78604       6991.0         3.99787998     
TIC 117409256       132.171896     29.586381      3115.0         5.06143999     
TIC 390019439       277.406438     55.149355      7364.0         3.78095007     
TIC 311569562       159.264663     48.681237      6370.0         4.40907001     
TIC 287140537       137.951224     57.165546      4751.31005859  4.53742981     
TIC 385450919       135.973399     57.336138      4837.0         None           
TIC 142503130       162.673206     74.167757      7504.0         4.20187998     
TIC 233166139       187.382176     56.919263      4682.45996094  4.59103012     
TIC 159414267       238.443367     78.230942      4691.0         None           
TIC 159420138       241.239429     78.869815      4407.0         None           
TIC 256926860       301.949851     64.602483      6822.0         4.22453022     
TIC 233170668       215.282177     67.802911      8755.0         4.18747997     
TIC 229444776       293.785819     63.185164      7103.0         4.21259022     
TIC 219878689       261.011481     70.004179      5778.0         4.43633986     
TIC 272747181       236.152256     70.942323      7624.0         3.95963001     
TIC 165530450       266.381321     59.293842      4542.0         None           
TIC 233070878       270.904204     62.865954      3935.0         None           
TIC 159511543       247.823264     79.789778      5948.0         4.49717999     
TIC 229752227       280.604409     70.993916      5262.0         4.55682993     
TIC 424438735       279.600903     63.532866      4716.0         None           
TIC 229711859       278.7791       70.4525        None           4.9636898      
TIC 16146114        136.28648      40.303285      5324.72998047  4.59216976     
TIC 376849183       275.355838     65.992512      3763.0         4.59497023     
TIC 331940649       148.026656     54.06437       8590.0         None           
TIC 172955865       150.353233     30.587312      8020.58984375  4.15071011     
TIC 233060441       269.802086     62.180646      5129.0         None           
TIC 142864870       175.910385     71.689044      4716.0         None           
TIC 159464349       244.285368     78.41948       4748.0         4.53259993     
TIC 105488812       144.512765     47.561223      6473.91015625  3.6391201      
TIC 166615703       136.197059     33.457936      5964.31005859  4.4755702      
TIC 142727182       149.656676     73.498356      7024.0         3.46076012     
TIC 16850900        158.734712     40.948549      4473.81005859  4.53816986     
TIC 8900012         143.609859     30.908011      4681.91992188  None           
TIC 229788228       284.096556     67.86944       5533.0         4.51270008     
TIC 355896688       190.824461     65.946394      6804.81005859  4.17034006     
TIC 125530326       144.803405     25.367378      7191.0         4.05923986     
TIC 137732594       174.209099     55.218929      4376.0         None           
TIC 154905915       199.404992     84.965935      4924.0         None           
TIC 233631824       284.875308     63.792932      6189.0         4.35268021     
TIC 236982345       305.298017     63.980117      4171.0         None           
TIC 377784436       298.215282     63.742106      7097.0         4.20640993     
TIC 269663477       301.210037     69.141083      7166.0         3.81754994     
TIC 232970371       199.077944     66.110725      6164.0         3.49885988     
TIC 230129983       251.798084     68.060583      6037.0         4.2095499      
TIC 233192617       226.568891     70.302665      4721.0         4.5323801      
TIC 117353757       131.515923     25.353081      8210.0         4.23358011     
TIC 202407182       210.688225     64.896611      4879.0         None           
TIC 1027045         153.870057     28.88932       5969.83007813  4.49475002     
TIC 353988582       272.345567     54.002581      3678.0         None           
TIC 67641912        132.008785     36.591438      5647.0         4.5447402      
TIC 313109404       211.341177     76.981649      8066.0         3.94507003     
TIC 9348006         150.115134     39.457816      5251.0         4.54336977     
TIC 156085643       164.866825     80.179337      4948.0         None           
TIC 359586492       279.814008     55.593927      7163.0         4.19983006     
TIC 360018894       300.394754     67.69339       5437.0         4.59095001     
TIC 160394213       232.285482     74.790893      5303.0         4.55804014     
TIC 230083417       246.160923     68.500974      5745.0         None           
TIC 287096329       137.606087     59.254651      6506.85986328  4.29716015     
TIC 256660134       300.284685     62.515728      6619.0         4.32447004     
TIC 39064515        138.941068     38.300982      4201.06005859  None           
TIC 26982826        150.238382     21.84837       7298.0         4.25844002     
TIC 8902176         143.869694     31.081809      6548.85986328  4.33861017     
TIC 198538886       237.388993     64.02453       5033.0         None           
TIC 287180466       149.696855     65.565228      5103.0         None           
TIC 105439950       142.286988     46.235647      4483.45019531  4.53259993     
TIC 219791692       264.797659     65.486525      6385.0         4.39183998     
TIC 160552226       242.296705     74.553861      4932.0         None           
TIC 233090383       272.509375     64.544546      7046.0         4.2000699      
TIC 147940535       167.348815     71.49836       6676.0         4.34825993     
TIC 147921099       164.939468     71.173184      4647.0         None           
TIC 4835851         146.209642     30.810563      5228.25        None           
TIC 219848145       255.665909     67.854412      6339.0         4.02167988     
TIC 39699561        136.77361      47.153316      5651.0         3.65825009     
TIC 142520407       163.804255     77.087567      3638.0         None           
TIC 310981412       161.428064     69.200788      6149.0         4.57017994     
TIC 421307009       288.787238     59.77506       6858.0         None           
TIC 219010723       222.064321     69.978903      4591.0         None           
TIC 86016650        138.901337     22.216165      4497.45996094  None           
TIC 394171488       292.401932     59.371818      7715.0         4.04280996     
TIC 441801911       265.233266     74.447503      7888.0         4.01245022     
TIC 149916148       160.300724     61.90846       4248.0         None           
TIC 150228924       155.23099      45.962738      6902.0         4.03908014     
TIC 417849402       152.070685     62.764891      4466.0         None           
TIC 23973263        147.769429     44.782116      4831.35009766  None           
TIC 87976570        146.828824     20.85071       4448.35986328  None           
TIC 233189414       225.662155     67.209859      5925.0         4.40199995     
TIC 8115880         154.32343      41.467429      3765.0         None           
TIC 66682004        154.943504     57.861014      5004.0         4.50825024     
TIC 100013827       173.867945     62.63572       4732.0         None           
TIC 148672522       169.781988     45.549621      4769.18994141  None           
TIC 229945408       288.31814      63.400464      6673.0         4.31930017     
TIC 288468339       270.294789     80.373671      6783.0         4.36453009     
TIC 99763007        141.088329     45.654103      6331.58984375  3.5813601      
TIC 86265886        140.109372     61.178795      4157.0         None           
TIC 229598750       273.754935     75.204988      6445.0         4.64639997     
TIC 148838053       162.731127     61.966492      5965.0         None           
TIC 165223482       155.924        29.615855      4748.0         None           
TIC 154182988       214.29618      71.511164      4975.0         None           
TIC 230391018       286.382485     60.46828       5859.0         4.50568008     
TIC 219461996       208.145256     76.186345      4822.0         4.59810019     
TIC 17204185        146.111309     41.74556       4465.0         None           
TIC 288241123       257.942937     81.01789       4798.0         4.30488014     
TIC 279979689       297.200241     69.803319      5078.0         None           
TIC 357102127       275.452007     55.129855      3776.0         None           
TIC 459763099       136.57277      58.787842      3951.68994141  4.58745003     
TIC 356111584       262.681562     57.876824      4240.0         None           
TIC 318361780       166.618104     53.205802      4481.0         None           
TIC 198180690       244.940097     63.968446      4722.0         None           
TIC 87953250        145.945493     22.330091      3287.0         4.95710993     
TIC 9375080         150.767011     39.314925      6966.0         4.10053015     
TIC 233211748       266.825623     70.74952       5832.0         4.50529003     
TIC 219785789       264.30411      60.633244      6102.0         3.97954011     
TIC 269661731       301.15683      71.408003      7838.0         4.31583023     
TIC 229686437       262.859324     53.951945      3932.0         None           
TIC 103632624       151.812747     66.498573      5232.0         4.57062006     
TIC 318210719       142.512399     52.584727      3956.0         None           
TIC 406927453       287.426175     58.468343      4049.0         None           
TIC 160489074       238.479137     74.81279       4524.0         None           
TIC 39777017        154.746861     43.181949      None           None           
TIC 311068438       204.917902     61.936175      3990.0         None           
TIC 150184094       137.519862     51.431285      4751.0         None           
TIC 199571279       241.312947     63.077468      5675.0         4.46407986     
TIC 459766182       143.387387     59.794707      4671.0         None           
TIC 219845083       255.186005     67.535738      5754.0         4.5613699      
TIC 289539285       251.674279     65.794874      4393.0         4.57043982     
TIC 229961933       289.314489     64.616541      6184.0         4.43697023     
TIC 56882715        138.687546     41.907554      4477.0         None           
TIC 252464799       149.840369     50.80212       6215.0         4.43743992     
TIC 117167058       129.851995     27.623272      4079.08007813  None           
TIC 149440291       140.605465     29.02714       6440.29980469  4.27867985     
TIC 117160089       129.302884     28.386024      7520.0         4.15593004     
TIC 142321713       194.578546     64.925534      4676.0         None           
TIC 372681399       141.10997      36.714804      50000.0        5.80240011     
TIC 188829610       263.528795     53.551285      5228.0         4.32111979     
TIC 139418436       154.319313     32.529176      7316.54003906  4.23129988     
TIC 359675242       280.786073     56.832987      8580.0         4.22106981     
TIC 149910965       159.193653     64.343717      4937.0         None           
TIC 67363402        154.397743     30.887214      3646.0         None           
TIC 150225402       143.140247     49.490997      4750.16992188  None           
TIC 100010286       172.80455      63.157535      4066.0         4.59499979     
TIC 137810576       177.843796     57.640734      4985.0         None           
TIC 198181552       244.792763     60.304886      6692.0         3.83199        
TIC 393835028       146.220966     44.418747      5940.0         None           
TIC 424388719       281.136091     75.684482      4839.0         4.61238003     
TIC 318359702       166.379311     52.360565      6445.0         4.34822989     
TIC 329249525       263.987498     56.387083      5320.75976563  4.55478001     
TIC 147687032       190.070917     65.16891       8273.0         4.15061998     
TIC 406756186       156.288451     42.224934      7094.0         4.21049023     
TIC 288677533       281.409037     79.942656      7191.0         3.80069995     
TIC 126367263       135.85529      24.71371       4959.0         None           
TIC 416517994       157.040077     57.653144      4787.0         None           
TIC 233178304       217.78086      70.77725       6310.0         None           
TIC 900363003       166.442331     50.172462      6259.0         4.36660004     
TIC 198390747       258.317981     58.668246      4711.0         4.36877012     
TIC 219099369       269.871299     68.8441        6794.0         4.05940008     
TIC 229713319       278.635477     67.08008       5313.0         4.61926985     
TIC 219857791       257.603694     68.93014       3312.0         4.77702999     
TIC 458481708       233.38804      65.206802      7749.0         4.23651981     
TIC 99834964        165.362239     63.449513      3991.0         None           
TIC 16161355        137.120525     36.311909      6469.83007813  3.70745993     
TIC 441715500       253.731611     72.687328      4007.0         None           
TIC 21551538        134.515788     45.354837      4374.0         None           
TIC 125527936       144.610883     26.872124      4594.0         4.58015013     
TIC 21501949        133.041769     42.002735      4204.0         None           
TIC 241261831       158.378798     34.988696      9333.0         3.49491        
TIC 297963870       164.466785     56.419627      5370.0         4.55448008     
TIC 138545552       174.352323     62.196373      3565.0         None           
TIC 293631120       149.771095     56.920164      7126.0         4.16920996     
TIC 17201780        145.621443     40.973511      5771.0         3.93707991     
TIC 318252482       163.566723     51.331095      4325.27978516  None           
TIC 230024912       291.841911     63.697115      4971.0         None           
TIC 355866888       153.53725      61.918643      4219.0         4.3407402      
TIC 199617159       249.817653     59.561246      6286.0         4.42749977     
TIC 229464446       294.970072     65.013713      5601.0         4.546          
TIC 840982997       153.649111     53.770878      5513.0         4.49194002     
TIC 159502465       246.429943     78.963858      7585.0         4.26047993     
TIC 99834686        165.369828     65.183895      6288.0         4.26904011     
TIC 99919259        169.07794      61.802831      4820.0         None           
TIC 148912435       186.427378     68.985063      None           None           
TIC 219739454       241.871654     62.476736      5776.0         4.42519999     
TIC 233619234       283.901598     62.014338      5479.0         4.55341005     
TIC 252464327       149.77289      53.263746      6334.0         None           
TIC 332504864       267.222028     59.890011      6817.0         4.09946012     
TIC 157840458       150.078036     44.509228      4185.10986328  None           
TIC 159585853       207.857935     64.723264      3631.0         None           
TIC 233199626       264.904755     70.186567      3823.0         None           
TIC 21502029        132.984436     42.427337      5097.0         None           
TIC 233162401       186.263371     56.77783       3688.0         None           
TIC 92007090        145.258554     22.02454       3134.0         5.09713984     
TIC 287270535       155.447756     60.912836      4677.0         None           
TIC 229452839       294.40102      64.01671       7869.0         4.08876991     
TIC 394120087       287.892        74.631694      6422.0         4.32118988     
TIC 320497482       264.371513     55.894179      5201.22998047  4.66156006     
TIC 236996723       305.725756     64.184073      9324.0         4.10562992     
TIC 406855226       274.657714     70.705437      5594.0         4.51317978     
TIC 16118555        136.171269     38.56725       5360.77001953  4.57889986     
TIC 230130635       251.786364     70.418603      5916.0         4.4424901      
TIC 142848617       174.590576     68.160244      5893.0         4.41854        
TIC 160603693       244.955223     76.143146      7630.0         3.95595002     
TIC 142519290       163.362601     72.405121      6361.0         4.35749006     
TIC 137935906       152.329231     55.369422      4917.0         4.30575991     
TIC 160489368       238.503121     76.146888      4326.0         None           
TIC 155877359       196.593409     59.158018      5558.0         4.48231983     
TIC 17206370        146.414773     41.060121      3387.0         4.87266016     
TIC 406832123       167.821832     82.447326      4733.0         None           
TIC 313356280       179.381271     72.191649      6090.0         4.20657015     
TIC 373633189       160.671066     44.993411      6421.54003906  4.41203022     
TIC 233154947       274.589671     61.723267      5613.0         4.47999001     
TIC 417848634       151.407331     60.872184      6235.0         4.45509005     
TIC 137936583       152.47445      58.553444      5874.0         4.54343987     
TIC 88724198        151.293253     52.371313      8337.0         3.88760996     
TIC 230075248       244.220294     68.793692      4763.0         None           
TIC 310933836       172.3534       54.041487      5003.0         4.6042099      
TIC 329342563       269.619801     50.453103      3648.0         None           
TIC 137804318       177.197719     59.012086      6674.0         4.33959007     
TIC 53480959        162.444962     50.127186      5766.20019531  None           
TIC 149369970       139.212101     28.229838      5603.45996094  4.51343012     
TIC 318230860       162.815279     49.421707      6029.12988281  None           
TIC 202466467       228.385547     64.095269      5055.0         4.39915991     
TIC 20162162        145.467301     47.422912      4433.72998047  None           
TIC 237204482       293.209941     77.326725      5899.0         4.42412996     
TIC 230125546       251.005131     67.70978       6204.0         3.98007989     
TIC 229747270       280.589315     71.653075      6378.0         3.7095499      
TIC 237211741       294.538534     74.047576      5420.0         None           
TIC 67647141        147.681094     36.847417      4714.0         None           
TIC 284660452       179.289041     56.251569      4796.85009766  None           
TIC 160552560       242.5173       75.9922        None           5.04922009     
TIC 230111644       248.342106     71.104029      6701.0         4.23523998     
TIC 150182915       137.231324     49.4596        5828.33984375  4.36594009     
TIC 230092485       247.861377     66.249817      4767.0         None           
TIC 288601729       276.035442     79.222698      4792.0         None           
TIC 154125948       212.536802     68.863387      4505.0         None           
TIC 258873063       288.138766     67.661536      4827.54003906  None           
TIC 159539998       248.849191     79.147226      4461.0         None           
TIC 459242644       204.118743     62.463822      6458.0         4.33656979     
TIC 252463479       149.614435     50.339231      6103.0         4.14162016     
TIC 4753884         145.729359     32.264757      6747.74023438  4.31652021     
TIC 219090281       268.821728     68.502343      4708.0         None           
TIC 224296316       184.7838       56.936283      4218.68994141  None           
TIC 219792161       264.98206      65.001636      5011.0         4.57245016     
TIC 219104971       270.974366     71.400037      4306.0         None           
TIC 230129303       251.596658     66.00806       3444.0         4.71921015     
TIC 272748035       236.190403     68.68001       8119.0         4.24728012     
TIC 236866702       302.567043     61.345893      3555.0         None           
TIC 156462090       217.275985     72.421963      5696.0         4.5422802      
TIC 233129142       274.185559     63.9875        7634.0         4.25191021     
TIC 233628132       284.643258     61.281758      5666.0         4.46028996     
TIC 159117674       192.2778       83.417839      10292.0        3.91872001     
TIC 272679177       234.413039     69.283341      4374.0         None           
TIC 232974824       200.066417     69.635648      6433.62011719  4.2283802      
TIC 257048419       226.898677     77.365562      5272.0         4.5769701      
TIC 241263967       158.65203      34.684565      5799.0         4.48070002     
TIC 256663870       300.584238     64.634419      5103.0         None           
TIC 233238892       267.865435     70.245966      5822.0         4.45226002     
TIC 424438640       279.429299     63.696901      6919.0         None           
TIC 219850814       256.339265     69.929812      6162.0         4.40515995     
TIC 392365135       155.966088     43.892536      2994.0         5.02134991     
TIC 229676244       253.1829       76.85263       7207.0         3.69024992     
TIC 148841959       183.245912     71.372853      6471.0         4.06011009     
TIC 56884167        139.045518     45.678401      4443.33984375  None           
TIC 1027928         154.042569     24.33865       4363.54003906  None           
TIC 188467952       133.538726     39.254759      6776.77978516  4.09126997     
TIC 148838714       163.180898     62.142408      4742.0         None           
TIC 142519531       163.689937     72.452231      4482.0         None           
TIC 224290262       183.356991     59.627575      4874.0         4.63390017     
TIC 229752137       280.793136     70.792848      4484.0         None           
TIC 256458460       298.876705     65.83164       7815.0         4.31426001     
TIC 275689069       286.749797     63.632292      6178.0         4.42726994     
TIC 272651106       233.443708     68.046778      6934.0         4.21457005     
TIC 356822670       274.960641     70.548131      6297.0         4.32690001     
TIC 1066927         154.460325     27.201464      4983.0         4.59102011     
TIC 233212727       266.99175      69.983316      5157.0         4.5261302      
TIC 233718268       276.129063     60.815959      5194.0         4.5671401      
TIC 349792715       143.464192     29.721827      3217.0         5.04962015     
TIC 233081670       271.781913     62.470408      None           None           
TIC 233166338       187.285135     58.522837      4062.0         None           
TIC 8114566         154.197902     39.803783      5028.0         4.53107023     
TIC 328998344       249.028748     79.836778      4575.0         None           
TIC 8259901         161.807398     40.44701       None           5.21578979     
TIC 298018994       185.410055     79.261727      4043.0         None           
TIC 332066154       133.063595     25.608264      5651.0         4.49113989     
TIC 142439694       145.645074     69.009776      3330.0         4.7800498      
TIC 329248278       263.890387     54.351967      4640.0         None           
TIC 101549433       130.711213     31.04684       6613.0         None           
TIC 100012915       173.530071     63.070183      5253.0         4.60497999     
