 ID                  RA_OBJ         DEC_OBJ        Teff           logg       
                     (deg)          (deg)          (k)            (cm/s2) 
 TIC 229552340       238.616716     65.745847      4538.0         4.59821987     
 TIC 233570240       281.996632     64.582443      3263.0         4.95347023     
 TIC 441734910       258.253191     73.934726      3391.0         4.86575985     
 TIC 159509446       247.292944     78.077754      None           None           
 TIC 239195345       146.439874     28.250001      6274.56005859  4.12044001     
 TIC 85292827        156.800052     32.391574      5636.79980469  4.47474003     
 TIC 229949340       288.551536     61.856242      4152.0         4.61722994     
 TIC 219010551       221.855827     70.971124      3135.0         5.03851986     
 TIC 117420343       137.873783     28.020746      4808.62011719  4.60141993     
 TIC 142373362       195.825811     62.692037      4144.0         4.61729002     
 TIC 156491690       217.805953     75.445065      3221.0         5.0666399      
 TIC 229740543       279.686028     68.899278      6721.0         3.8996799      
 TIC 362220700       286.091974     80.23277       3415.0         4.82477999     
 TIC 302697903       168.983607     59.120995      7814.0         3.78362012     
 TIC 55752718        181.325478     55.427691      6357.0         4.4179101      
 TIC 39715601        137.202071     46.931456      3171.0         5.02532005     
 TIC 160298807       187.25186      78.950809      5843.0         4.40423012     
 TIC 219860549       258.144039     71.128894      6695.0         4.14653015     
 TIC 357032546       274.069895     54.172668      3727.0         4.64457989     
 TIC 229942262       287.978285     60.998936      4653.0         4.56356001     
 TIC 441802347       265.019872     75.973248      3545.0         4.71886015     
 TIC 160603519       244.911426     76.921281      3819.0         4.28144979     
 TIC 159539617       247.978901     83.624613      6132.0         None           
 TIC 289705644       145.51279      28.877396      5275.0         4.53411007     
 TIC 219893630       262.588709     70.791717      6278.0         3.42340994     
